title,rating,body
"burberry 7 with the “stuffed animal test” is wrong, and here’s why:",5,"Ok, I want to first want to preface this by saying that I’m a medical doctor, so I do know a thing about pulse oximeters—both in theory and in practice.  I noticed the top review has a picture of the pulse ox on a stuffed animal, showing at 99%, as “proof” it is inaccurate equipment.There are a number of problems with this supposition, and it shows a basic lack of understanding of how pulse oxes work.  They are equipment that are designed to measure something specific under specific circumstances of being clipped to a fingernail with no opaque polish.  NOT inanimate objects like markers and stuffed animals.A pulse ox works by shooting red light across the width of one of the middle fingers.  Since tissues are translucent rather than totally opaque, the amount of light that is measured at the receiving sensor measures the proportionality of absorbed red light, which equals the proportion of material that absorbs it.  This is called Beer’s Law.  Pulse oxes are also governed by another law called Lambert’s Law, which says the amount of light absorbed is proportional to the length of the path that the light has to travel in the absorbing substance.  The third law has to do with the fact that oxygenated hemoglobin (which in itself is red) absorbs more light than deoxygenated hemoglobin.  This is due to the difference in wavelengths of red and blue light (red objects absorb more red light than blue objects).  This is also why the test is not accurate if you have red nail polish on or your finger is not centered and light can move around it (or if you use a tiny pinky finger, for example).  You can now see why it’s totally irrelevant how using a pulse ox on an inanimate object (especially, a bright red felt tail!) with totally different properties than an index finger is not a good way to judge accuracy.  That’s like saying that your kitchen scale did not work well because you threw it in a swimming pool to measure the weight of the water.  Equipment is only designed to work under particular circumstances and limitations.Anyway, I purchased this pulse ox for my father.  He has COPD and a bunch of other risk factors for COVID-19, so I appreciate having a heads up if his oxygen sats dip.  This is a good vital sign early marker for covid because it is an unusual disease, in that it causes what doctors have nicknamed “happy hypoxia”.  You can google this to find out more, but it basically means that in other pneumonias that devolve rapidly into hypoxic conditions that require ventilation, their symptoms also crash, to the point where they lose consciousness or can barely talk.  Covid-19 is more insidious and can creep up on some patients, who might be sitting up in bed (yes, symptomatic, but still conscious and talking), fooling even medical professionals into thinking their cases were not too serious until it was too late.  This is the reason medical professionals find pulse oxes to be useful—they measure signs of disease (objective results from testing) rather than symptoms (subjective reports of feelings from patients).  It gives me peace of mind to know my father has this and can measure it daily when he does his insulin shots and measures BP.  He has chronic bronchitis, diabetes, stroke history, high blood pressure, obesity, and he is nearly 80, so he’s definitely in that very high risk category.On the actual unit, it was extremely easy to set up and use.  You press a button and it turns on (once you put the batteries in the right way, lol); turns off automatically.  I didn’t find anything inaccurate about it... and the hardest part of it was probably getting the lanyard in, haha (I advise using a needle to get the other end out of the hole; there’s no way a senior citizen could do this alone, so please help them).  I’ve used many pulse oxes in my day.  The professional ones in the hospitals are about 1% more accurate than these little portable, cheap pieces of equipment that you can buy for the home.  I highly recommend them for any patients or elderly who have risk factors or disease comorbidities (especially, pulmonary).  These little portable ones were sold out for months during the pandemic first peak (even hospital staff had trouble getting their hands on privately sold ones), so I’m glad to have one now."
"Accurate, easy to use and read.",5,"As a former  operating room & surgical intensive care nurse I can say that this oximeter works as well as the finger clips we used that were connected to the monitoring systems that also included cardiac, blood pressure, central veinus pressure & intracranial pressure monitoring. I purchased this oximeter for my personal use mainly at home to monitor my oxygen levels during bouts of bronchitis & because I have asthma. The multi colored readout is bright & easy to see, the print is large enough for easy reading & pulse waive form tracing allows you easily make sure you have the monitor placed correctly on your finger. The added reading of the Perfusion Index let's you & your doctor know how well blood is circulating to the fingers & can help identify any possible blood flow problems. I highly recommend this pulse oximeter to anyone wishing to monitor their blood oxygenation."
It works and extra reading for PI is useful.,5,"This actually worked. I liked it has an extra setting for PI. I looked up what that was and it is very confusing in medical terms, from what I can tell if it is very low like less than 1% it means you have poor blood circulation and if it is too low then your oxygen percent may not be accurate. I noticed when my hands were cold I was less than 1% but when my hands were warm I was around 3%. It is going to be different for everybody so they can’t tell you what’s good or bad. My boyfriend was like 6% and yeah he’s got red hot blood LOL! But the point of including that number is so you know if it is less than 1% perhaps you should try jumping up and down and getting your blood moving and then check your oxygen again.I specifically ordered this to check my oxygen levels during the coronavirus pandemic. I wasn’t going to overreact and buy one except I was having shortness of breath. Turns out it was a new cat litter I am having allergies to. But at least I am able to check myself at home so that I am not feeling nearly as paranoid.I’m not sure if this is going to be very durable but because I have small fingers and I am very careful when I open it it seems sturdy enough for me. But when my boyfriend went to open it on his big finger he almost broke it I could hear the springs having a problem so you need to be careful not to just open it as big as it will go."
Essential part of Covid-19 surveillance toolkit for any family!,5,"This compares readout wise with a different brand I bought but with the addition of the PI% Perfusion Index information which is also a helpful indicator of health.  Every family's arsenal of COVID-19 counter weapons should include a pulse oximeter like this as well as a good touchess digital thermometer made for body temperature range and Hydrogen Peroxide and a nebulizer for home treatment to cut it off at the pass if someone shows a fever and/or a dropping oxygen level below 96% or 95% for a smoker.  These tools have kept my family safe, and detected and killed a COVID-19 infection for me personally.  Without detection and treatment available at home, you are at enhanced risk!  Don't trust your health to a health care system that's primary aim is to turn a profit.  Take things into you own hands and you are far better off!  See the Health Daily article with Dr. Levy online for information about Hyrogen Peroxide nebulizer therapy.  That information saved my life and it can save yours too... even from other viral infections such as West Nile virus or more common flu."
Amazon's policies,5,"My last review wasn't accepted. I guess because it had a brief opinion on how this could help people earlier than when they are bad enough to be hospitalized. I think this is restricting my FREEDOM OF SPEECH!!!  I wasn't prescribing anything just making a helpful suggestion. Amazon tends to be way too liberal in it's political views and restrictive of anyone who doesn't see things in that light. I will cancel my Amazon Prime and I will limit any future purchases from Amazon in the future until I see this corrected. It's not your place to stifle your customers opinions. My review was not damaging and didn't go against any of your guidelines unless your company supports the liberal position that we can't help ourselves and we must be sent home to worry, wonder and possibly die because our doctors aren't supporting first aide self help!  I WILL ENCOURAGE OTHERS NOT TO SUPPORT YOUR COMPANY AS WELL."
Saved my boyfriend’s life from COVID!,5,"I felt so stupid buying this.  I got it once I was pretty sure we were about to test positive at our house.  I knew in our 40s we were low risk and we never go to the doctor so it felt silly, but I did it. I stayed at 99%. No issues.  Out of nowhere, my boyfriend wakes up and can’t breathe - no previous symptoms and no pre-existing conditions. I knew what it had to be and checked his oxygen and it was at 71% and I knew it was ER time.  He was nearly unconscious by the time we made it and they said he got there in time as they also read him at 71% 15 mins later. Scariest thing ever and had we not had this he’d have kept trying to self treat at home until it was too late. He works in construction and we had no idea he’d have the reaction he did, but this monitor let me know what the issue was and get him help in time.  I ordered and sent one to my mom immediately after."
SpO2 Matches Dr  Office,5,"If you are buying this, it is likely for the SpO2 reading. While this is good to know in today's COVID world, I actually have wanted one since I was hospitalized with bronchitis about a year ago. Since my SpO2 levels had been pretty low, I was concerned about them. I did not realize a device such as this was so inexpensive so never really looked fro one.Fast forward to this year with COVID going around. I heard people talk of buying their own pulse oximeter. That prompted me to search for one. I was lucky enough to find this one for a reasonable price. More importantly, it works great and the SpO2 level it reports matches that in my Dr.'s office. Though the heart rate does not match my watch perfectly (and that could be my watch that is off), I bought this for the SpO2, and like I said, that is accurate.  It is simple to use and even has a nice little carrying case. Very happy with this purchase."
Nice Pulse Oximeter,5,"The Santa Medical Pulse Oximeter (SM-519BR-BL) arrived quickly. The Pulse Oximeter itself appears as pictured on Amazon. It is lightweight and comes with a sturdy, woven nylon carrying case which utilizes a velcro closure. On the back of the case, there's a webbed 1"" wide loop that allows this unit to be worn on a belt. Alternatively, the plastic D-ring sewn onto the back of the case would allow the oximeter to be clipped onto other gear. If you choose to use the lanyard to wear the unit around your neck, I'd advise putting the case on it to provide some additional protection.  The pulse ox display screen is clear, bright, crisp and easy to read. It took the unit 4-5 seconds to display myresults, although the manual states the ""Data update period is less than 30 seconds."" After removing yourfinger, your data disappears. Before the display totally blacks out, the screen shows ""Bye-bye""; a surprise thatmade me smile & let me know that someone in the develpoment team has a sense of humor.  This unit also comes with a lanyard, which the purchaser is to install. The lanyard itself seems sturdy and has a easy to use detachable clip to separate the device from the lanyard if the user wishes. The portion of the lanyard that attaches to the unit is a 3"" (approx.) loop of thin, woven, nylon type cord. The ends of this thin cord are attached to one end of the detachabe clip. The wider part of the lanyard that is meant to go around your neck is 1/3"" wide, flat webbed material that is attached to the other end of the detachable clip.  The difficulty that I experienced was attaching the lanyard to the pulse ox unit. As per manual instrustions, I attempted to ""Thread the thinner end of the lanyard through the lanyard hole."" I was able to thread the thin cord loop (collapsed) into the lanyard hole but, the cord wasn't stiff enough to push out through the other side of the hole; tried about 10 times and was getting no where fast. Then I tried using the point of a pin to try & snag the loop cord since it was visible but just inside the lanyard exit hole; no good & I didn't want to scratch the unit. The solution that finally worked for me: I used an eight inch length of sewing thread, ran it through the thin cord loop then brought the ends of the thread together. I gently pushed the ends of the thread through the lanyard hole and it brought the thin cord loop through the hole easily.Donna Beebe 8/16/20"
Easy to use,5,Bought this to keep an eye on oxygen saturation as I am getting older and with COVID. Come the one with the best reviews. I was pleasantly surprised the package came with nice clear instructions and was up and running in minutes. There is no way yo assess accuracy but it was reading what I expected. Very pleased with the purchase. Some minor things that could be improved include:Directions:1. Make sure to tell people when/where to turn it on.2. Would be nice to have some explanation of the plethysmograph wave.As for the device:1. Would be nice if it beeped or flashed or something when it was done reading.2. No off switch. I guess this is OK since it turns off pretty quickly by itself.3. After a reading the top part of device doesn’t always fit into bottom part when finger is removed. It goes down OK but needs a little jiggling to settle it down.4. I didn’t find a need for a lanyard but probably others do.
Excellent product!,5,"I am a nurse in a very 6 doctor practice. I take vitals constantly and the time this pulse Oximeter saves me and the accuracy of it gives me the confidence in my reading to chart as legal medical record. A great feature is that it’s hinged to adjusts to the size and girth of the finger, it’s comfortable lightweight and rapid results with precise accuracy. I highly recommend this unit for the reasons described. Plus it comes with its own storage pouch and lanyard so you always have it when you need it. I will by more of your products."
Great for People with Asthma!,5,"I am a 25-year-old male, I have asthma, and right now I am maybe 10-20 pounds overweight. I have relatively well-controlled asthma, however, sometimes if I get sick my asthma gets pretty bad. Given that we are in a global pandemic with a disease that is usually severe for people like me, I decided that even though my SPO2 levels sometimes dip below my typical 98-99% levels, it's very important to take your vitals daily, at specific times if you have a routine, in order to get a baseline for what is normal for you. This is a better indicator of whether or not you are sick with either a respiratory disease and/or your asthma/other respiratory condition is worse one-day-verses another. This partcicular SPO2 metering device was priced well & is very accurate. Some of my complaints are that it is made in a way that contributes to climate change and environmental pollution. This pollution is the very reason for not only destroying our planet, but why people like myself develop asthma in the first place. However, despite this, this product is worth the money and my health is very important.This may seem boring, but, I hope this was helpful."
Simple. Does what it should,5,"Purchased this O2 monitor while recovering from pneumonia. It arrived quickly and I found it very simple to use. Readings came up quickly (much sooner than the 30 seconds noted). Reading are consistent and don't seem to vary around more than 1%. Operation is very simple. Put it on a finger, relax the finger, press the button.The readout is large and bright so I can read it without glasses. I examined the O2 sensor used at my doctor's office and it appears to be the same unit I'm using. good enough for me.I recommend."
Great buy!,5,"Love this pulse oximeter. This is my 2nd purchase. Ordered this before, before the pandemic, for my emergency kit for our home and for the reason that me and my son has asthma we wanna make sure that our SPO2 is within the normal range and i order again to bring with me in my purse all the time. Accurate I must say. And is very convenient, compact, portable and easy to use. Just throw in your purse, it's safe since it comes with pouch and lanyard. This will be a great gift for medical workers or just for personal use. I will definitely recommend this."
Works exactly as expected,5,"Having a bad cough, I was tested for COVID and the flu, but both came back negative but there was concern over my blood oxygen level at 93%. I got my prescription and ordered this all in the same day. After starting the antibiotic, my levels were back up to 99% but have seen them drop immediately after a coughing fit. The price was good and the ratings were high, and I would agree with the ratings. Five stars. Nice to have a reference level that I can trust."
Easy to Read and Operate,5,"This monitor arrives securely packaged with a set of batteries, lanyard and convenient storage pouch that has a secure but easy to open velcro flap.  The device has an easy slide battery compartment making the batteries easy to install. It is user friendly but this one did not come with any information regarding the normal ranges for the readings.  That is easily solved with a quick Google search but it would have been nice to include a printout.  It is easy to open, not too fussy about finger placement and easy to read.  Turning it off did create some confusion for the person using it because it flashed Bye bye a bit too quickly to be noticeable so there were a couple of tries before feeling comfortable with that process."
Does what it says...and well,5,"Okay, some reviews have complained about the accuracy of this unit but honestly, it falls well within tolerances for every day use. IF you need this for a medical setting where a one or 2 percent value is critical, then you need to buy one that costs many hundreds. Of course, if your OSAT is down to under 90, the minor percent may be critical but at those very low levels you will likely be on oxygen or in a medical setting and not at home. During the COVID-19 crisis, it is smart to know where your oxygen levels lie. The difference during each and every measurement can be different depending on your lung intake volume, the temperature, and other factors that are beyond your and the pulse oximeter capabilities. Personally, I think this is a great little unit at a price most can afford."
Easy to use and easy to read.,5,"I gave this Pulse Ox a 5 star because it is easy to use and easy to read. I cannot tell if it’s 100% accurate, but it appears to be. A normal healthy person should have an oxygen saturation above approximately 94% and this one reads that way. I’ve had a saturation above 96% which would be normal for me. I am a non-smoker, healthy 50+ year old female.  I worked as a Respiratory Therapist for about 20 years so I have a pretty good knowledge on how Pulse Ox’s work."
Easy to use and fast delivery,5,"The order came in one day. Opened, inserted the battery and I was off and running.  The screen was very easy to read.  I did a quick Google search to see what PI (the bottom number on the screen) meant.  I cannot speak about the accuracy because I bought this device for home use.  I thought it would be good to add to my first aid kit in light of respiratory issues related to Covid-19.  Just an added tool to have on hand, God forbid, I should be infected.The quality looks good. The fact that it came with batteries and a case to protect it was an added convenience. I'm not sure if I'll need the lanyard but nice to have for the future I suppose."
"Simple to use, easy to read, actually works",5,"When I first got this unit, I immediately installed the included AAA batteries and tested it by holding my breath.After 1 minute of holding my breath, then breathing heavily, I saw the readings begin to decrease at around the 55 seconds mark, continuing to decrease even when I started breathing heavily again, eventually bottoming out at a 90% SpO2 reading.After 2 minutes of holding my breath (and getting really dizzy, seeing stars in my visual field), I was able to achieve a 82% SpO2 reading.With normal breathing, I used the device throughout the day and found I was always between 96-99% SpO2.I was amazed at how quickly my SpO2 recovers to above 96% when I start breathing again after the holding-my-breath experiments above. It's fully recovered within 15 seconds of when I restart breathing again.I don't have access to a calibration standard or a calibrated hospital-grade pulse oximeter, so I have no idea exactly how accurate this thing is, but it very clearly detects blood oxygen level. At the very least, it seems plausible it could detect the ""silent hypoxia"" that some asymptomatic SARS-CoV-2 carriers have."
Easy to read digital display,5,The device is compact and turns on/off easily with the push of a button. The readings begin quickly after securing the meter to an index finger and the LED display is brightly lit and easy to read.  I can’t speak to accuracy because I don’t have another meter to compare it against but I plan to use it as a baseline for comparative purposes.
Inexpensive well build digital OX & PULSE sampler,5,"Bought to have on hand to check ox levels in event get sick. Assume its accurate but no way to know at this point as shows 98% saturation, my phone measures at 95% so for home usage, it is fine. My brother in law got an ox meter, got covid and his ox level was 84%. That single measurement put him in hospital on oxygen under active Dr. care and it was the concern that has now put him on mend. Disclaimer says not for medical usage but measuring  oxygen & pulse is same for exercise as sickness measurement. Thats why I bought it! Well built, has carry pouch, batteries and easy to use"
works well,5,"One of the first things that supposedly happens when you get covid, is that your oxygen levels fall.So, it's always nice to have one of these on hand. After checking reviews, I chose this one, and it has not been a disappointment. A couple of days ago I woke up being dizzy and nauseous. I checked my oxy levels, and they were 99 % . Turns out it was an impacted ear drum, and when I got it cleaned out I was a lot better.But it helps to have an assurance that it's not serious."
An excellent product all around,5,"Overall I found this pulse oximeter to be easy to use and well made.  I particularly like the display.  The display is sharp, bright and easy to read in any light.  The device is comfortable and fits well over the finger.  The design would seem to accommodate all sizes of fingers from child to adult.  The build quality is excellent with no sharp edges or poorly fitting parts.  The inclusion of the perfusion index (PI %) reading is a nice feature for those interested in a deeper look into their cardiovascular system.  While exceedingly easy to use, the user guide goes into some of the technical details of how the product works which is interesting for techie types like me."
Decent and fast reading,5,Been to Dr office multiple times and did side by side with theirs.  Was within 1 point. Very satisfied.  Almost instant reading.
I really like all the features of this Pulse Oximeter!,5,"I bought a medical grade pulse oximeter 11 years ago because my elderly Mom needed one. I paid $300 for it then! There were none available for much cheaper. I was amazed to find this one for under $25. I checked it against my $300 one that still works like a champ and this one was accurate. I am pleasantly surprised at the features that my expensive one did not have. I don't know if it will last 11 years like my $300 model. Only time will tell. But for this price, I could buy one every year for 11 years and the price would still be less than my other one! I bought this one for my 50-year-old daughter, who is always using mine. I know she will be very happy with it."
Better Than Expected,5,"The Santamedical Dual Color OLED Pulse Oximeter Fingertip, Blood Oxygen Saturation Monitor (SpO2) was delivered timely and well packaged.  Everything was included, with easy to understand instructions, except for the battery markings inside the actual oximeter were very hard to see.  It took me about 3 minutes and a magnifying glass to finally locate the positive and negative marks.  Also if you look at the instructions, the gold bands of the batteries are facing the same which would make you think the batteries go in the same direction, which they do not! They actually face opposite, as in most, but not all things.  That is my only comment to watch for.After getting the batteries inserted correctly, the unit powers up easily, is easy to read and seems very accurate. So I'm very happy with the purchase and recommend it!!"
Reasonably priced oximeter,5,"After receiving a recommendation to have an oximeter available during the Covid-19 crisis, I chose this one based on reviews and relatively low price. My husband and I did a test run when we received it - the screen is easy to read and provides a readout quickly. It also comes with a carrying case with lanyard. As far as accuracy - ... without another one on hand, we're trusting that it's giving us correct readings. Hopefully we don't contract Covid and have complications - but if we do, it is comforting to know we have this device to monitor ourselves so we know when to go to the hospital."
I'm very pleased,5,"To use it, sit down and relax. Put a finger in the monitor and press the button. Wait patiently for the reading to appear. Moving around, etc. makes the reading change continuously. It decreases the O2 saturation level and increases the beats per minute as compared to the resting values. When done, remove your finger from the monitor, sanitize it if necessary, and put it away. The button does not need to be pressed to turn it off. It shuts off automatically. The carrying case with lanyard is wonderful since I need to attach things to other things so that I don't lose them. I have to have my temperature taken before I can enter the building when work begins again. I want to be able to monitor myself better by using the O2 saturation level along with body temperature. The battery monitor is helpful. The back panel slides off. It takes two AAA batteries. The instructions paper fits inside the carrying case along with the monitor, if that's where you would like to keep it. I can't judge the accuracy because I don't have a professional monitor. I can say that the values are similar to my usual values. I am very pleased. It's a good value."
Works great and easy to use,5,Ordered my own pulse oximeter so I would have it after discharge from hospital. One Respiratory therapist told me after I ordered it that most of the cheap ones only work for a couple weeks and in order to get a quality one I would need to spend twice as much. However when it arrived the director looked at the brand as I was taking it or of the box and told me that she had a couple of this brand and they last better than most others and she prefers the SantaMedical. After having many different ones on my finger in both the hospital and Rehab this one gives me a reading fast and accurate. I’m impressed that it comes with a one year warranty as well.
Glad I purchased this,5,"My visit to the dermatologist's office the other day required getting my temp checked at the door. They also did a pulse ox. To my surprise, my pulse ox registered 92.  I had to take a deep breath to hit 93--the entry threshold. The PA asked if I had COPD or had ever smoked. No and no.  When I got home I ordered this pulse ox and figured I'd monitor myself for a couple weeks before seeing a doctor about it. My readings are in the high 90's consistently, so that's one less thing to worry about. Easy to read and use. I'm glad I got it."
Great Product - Poor Delivery,5,"The delivery report on Amazon said that the package with this product and one more product was left in the ""mail room"".  But, there is NO mailroom at the address the package was delivered.  The front door is open to this office building and the delivery address was to Suite 18; anyone can go right up to the door of Suite 18, but my cousin said that the package was left on the floor after opening up the main door to the building where anyone could take it.  The address on the package said ""Suite 18"", so why didn't the Amazon driver bring it to Suite 18?  Disappointed, but more than that, the driver lied when he/she reported that it was left in the ""mail room"" - as mentioned, there is no mail room..."
Good At What It Does,5,"We recently ordered and received the SantaMedical fingertip pulseox meter. We love this thing. The display is very easy to read and, honestly, is beautiful. It fits very comfortably over the finger. One of the things I like most about this product is the literature it comes with. It explains exactly what is happening and how the meter works. It was quite educational, especially to an engineer like me. I also like the little carrying case and lanyard that it comes with. All well thought out. I highly recommend this PulseOx meter and believe that with the threat of Covid lingering around every corner, this is something you’ll want on hand before you get sick, not after."
Very easy to use,5,"It is very easy to read and use and super comfortable to wear on your finger.  I would recommend this product to anyone.  I used one that my parents bought.  It had a slightly stronger grip on my finger and it had to be read by holding it sideways if you were only using it on your right hand.  I like this one better because you can read it while holding any finger straight up and down and not sideways...so it doesn't matter if you are right-handed or left-handed.If I would change anything, it would be the installation of the lanyard.  It was very difficult to put in through the tiny holes and the instructions were of no help because the picture was too dark and the written instructions didn't tell you how to do it.  I did eventually get it in and attached.  I have used it many times now and I find it to be quite accurate."
"Quick Delivery, Great Quality",5,"I was very pleased to find this monitor with so many features and great quality at such a reasonable price.  And the delivery actually arrived ahead of schedule.  My old pulse oximeter finally gave up the ghost just as I was getting ready for a camping/hiking trip with my best friend!! I depend on it to monitor my pulmonary health due to the fact that I survived a lengthy battle with Legionnaire's Disease in 2012.  It left me with lung damage and symptoms of COPD which seem to get a little worse with each passing year.  I live an active lifestyle to support my pulmonary health by camping, hiking and walking.  My husband also uses it and the adjustable fitting for the finger sensor accommodates my small fingers as well as his much larger fingers comfortably. The monitor helps me to know when it's time to take a rest so I was very pleased it came in time for my trip. Thank you SantaMedical."
A Must for Every Home,5,"I am very happy with the SantaMedical Pulse Oximeter I ordered through Amazon.com.  It was easy to set-up, easy to use, easy to read, and very accurate--matched perfectly with the doctor's office oximeter.  We believe that an oximeter is as important to have in your home as a thermometer, especially in this era of respiratory illnesses such as COVID-19.  A drop in oxygen levels is a key sign that you should seek medical attention.We gave our old oximeter to a family member who was diagnosed with COVID-19.  I researched available oximeters and found that the SantaMedical Pulse Oximeter had the highest ratings from customers and was very reasonably priced.  No home should be without an oximeter."
Works perfectly!,5,"I'm 72 years old. I've never smoked, but I do have a pacemaker. I had a pulmonary infection from some unknown cause that required me to take an ambulance to the ER. After they ruled out COVID-19 and heart problems the hospital simply sent me home. I had periods where I simply couldn't get my breath. I ordered the oximeter to give me some feedback on how well I was absorbing oxygen. It worked perfectly. I tried to rehab myself by taking short walks, and I had problems walking even a short block before I had to stop and get my breath. I was worried about how well my lungs were working, but using the oximeter while I was walking reassured me that my blood oxygen level was 96-99 percent. A couple of times when it got down to 95% I supplemented my breath from a canister of oxygen I got from the sporting goods store. I found it took about 90 seconds before the oximeter  recorded an increase in blood oxygen. This helped me balance my effort to what I could actually do.I have both a Fitbit and a Polar chest-strap heart rate monitor. My Fitbit was showing major fluctuations in my heart rate, so I also started wearing the Polar for my walks. The two devices were showing different heart rates, but by comparing the two devices to the readout on the oximeter I was able to determine that the Polar device was malfunctioning, and once I cleaned the lights on the Fitbit, it was almost exactly comparable to what the oximeter was showing.All told, this device has been a great help in my recovery. There is a major reassurance to knowing that the chest discomfort from exercising is a result of low conditioning and that I wasn't starving for oxygen. This is a great device!My pulmonary infection went away after about 92 days. My resting heart rate went down from the upper 80s back down to a normal 71 bpm. These days my blood oxygen level reads a normal 90-99% and I trust this device to report it correctly. If it ever breaks, I will buy another just like it. The price was right (about 1/3 the price at Walgreens), it is comfortable to use, and I can see the readout clearly at a glance, even while I'm walking fast."
Reasonable Blood Oxygen & Pulse Rate Monitor,5,I’ve purchased blood pressure monitors and thermometers before but then I noticed these oximeters becoming popular in recent years.  Why pay a doctor’s office money for some procedure as simple as this when you can easily do it yourself?  So I did a little research and ordered this SantaMedical Duel Color OLED Pulse Oximeter Blood Oxygen Saturation & Pulse Rate Monitor.  Received just in time 06/16/2020.Accuracy:  I’m going to assume the readings are accurate because the each day the results are within 2-3% range each time!Easy To Read:  No problem.  Display is bright for easy viewing!Easy To Use:  Yes; Very!I can’t complain and I would recommend this product.  It’s not the most expensive device and not the cheapest either.  Give it a try!
"Great price for a handy, well made product.",5,I ordered this device primarily because of the current COVID epidemic.  It was ordered  Thursday July 2 and I received it Monday July 6. — very prompt delivery given the holiday weekend.Positives: Well packaged Batteries were included Easy to read  — I’m an older person with vision problems and the bright display is helpful Accurate as far as I can tell.  The pulse reading matches that of my Apple Watch Very easy to use I like the case that it comes with — should keep it safe in my bathroom drawer It seems sturdy and well made. Because COVID sometimes causes a drop in blood oxygen level without the person being aware I expect this device could be helpful in monitoring our status at home.Negatives: Haven’t had it very long but so far zero complaints
Just in case ...,5,"I purchased this item hoping to never have to use it. With COVID being so prevalent today, and with a personal history of asthma with occasional shortness of breath, I figured it would be good to have a pulse oximeter in the house in case symptoms suddenly showed up. I know that the O2 level is something that is an important factor and having a pulse oximeter that will allow you to have that information in case you're making decisions about going to the hospital, this is money well spent. It was very easy to use. At first attempt to get a reading, I clearly did not have my finger positioned correctly and the reading was lower than expected. Once I repositioned after reading the instructions, the readings were fine. This is very simple to use and clear to read. Now hopefully, it'll stay in my drawer and I won't have occasion to use it!!"
Reliable and Easy-to-Use,5,"I needed a reliable pulse oximeter to track data for pre-existing health issues unrelated to COVID-19, so I did a fair amount of research before making this purchase. I’ve found it to be accurate and easy-to-use. It does seem to have issues getting a reading when my hands are cold, but all pulse oximeters have limitations, especially when circulation is reduced. This can be quickly resolved by warming up the hands and increasing blood flow. All-in-all, I trust this device and would both recommend and purchase again if/when needed."
A must have in my opinion,5,"I want to say that this probe played a part in saving my life. I had Covid and was at home battling it. It was suggested I get a pulse oximetry device so I ordered this one. As soon as it arrived I put it on and it read 71%. Not thinking that was right I put it on my wife and daughter. They read 98%. As everyone in the house was sick with Covid we called 911. The monitor EMS was using read the same, 71%. Lets just say I got to the hospital in time or else it was going to be a bad Xmas. I appreciate that this item was so accurate and thats the reason I feel it played a part in saving my life."
Great product - will purchase again!,5,I received this package within 2 days. It's great! Very easy to see the numbers on the screen. Easy to be sure the Oxygen levels are where they should be - especially during these times! I really appreciated the quick shipping as I have not been able to update my old mercury thermometer. This is something that gives peace of mind - should something come up (like a temperature). I'll be purchasing others as gifts.I did not have any problems feeding in the lanyard. Once I saw it only needed to feed in 1 corner and not across the back of them item - it was installed very quickly. Just another measure to take care the item is not damaged or lost when in use.Thanks again VERY MUCH!
Handy addn to the 2020 medicine cabinet,5,"If you want an almost instant read on your pulse ox, this is a useful and accurate unit to have. All you do is put your finger in, hold your hand still, and in seconds, the reading displays. I've found there's a sweet spot in getting an accurate reading, so don't stick your finger in so far, your nail hits the side. The reading may change by a point or two, but I think the usefulness comes in knowing if your pulse ox is down by 5 or 6 points, not by 1 or 2. I'm glad to have it in these times of Covid19 and use it almost daily, in addn to a thermometer. On sale, it was very reasonably priced at $20. I can't think of a single thing I don't like about it, so if you need one, this is a winner."
Perfect for us!,5,"My son has heart issues and is currently on the list for a transplant. We use this frequently when he feels light headed to see if we need to go to the ER. It works great and is very accurate. One night our son woke us up to a racing heartbeat and this pulse ox was spot on with how fast it was going - too fast to be normal but not fast enough for our son's ICD to shock him. We went to the ER where they did actually have to shock him but without an accurate reading, we may have waited longer than was safe. Would recommend."
"Pretty straightforward, easy to read, quick results",5,"Bought this to replace a glitchy pulse-ox in my first aid kit where the display only worked intermittently.  It's decent upgrade from the old one.  It has a crisp, backlit color display and show a graph on the right hand side that indicates pulse rate.  O2 was top center and pulse rate just below that on the display.  Read very quickly after it started up.  O2 accuracy matched my old one so going to say it's on point and with the Apple watch matching on pulse rate, but I don't have more accurate equipment to test it against.Came with a small case, wrist strap, and two generic batteries that I'll probably replace with decent rechargeable ones."
Great aid for oxygen level assessment,5,"I ordered the Gurin Santa Medical Pulse Oximeter through Oximeter Superstore on Amazon and received it earlier than predicted (June 3, 2020).  I love the product.  I give it a 5 star rating as the numbers are clear to read and the instructions are super easy to understand.  After placing the oximeter on my finger, the results came up efficiently and updated to give me an accurate assessment of my oxygen levels.  Thank you for placing this product on the market.  In this uncertain era of Covid, I believe this is a product that will benefit those who are recovering from symptoms at home. Reporting the numbers to a health care provider aids in assessing the situation and how to proceed with recovery."
Great value and easy to use,5,"After a recent surgery, it was noted on discharge that oxygen levels were a bit low so they prescribed oxygen for a short period during recovery. Got the oxygen but didn't know if it was helping. You would think they would provide a pulse oximeter. Looked at Amazon and saw this one had a lot of reviews and people were happy. It was delivered within 12 hours and works as described and oxygen level are normal.Only thing I have as a negative is that the instructions give no description of what the measure values mean and what is considered normal. You can find the info online but would be nice to have it in the instructions or a link to a site. PI% is the one measurement that was a bit confusing but seems to give an indication on the reliability of the reading. The higher the percentage the better/"
