,name,user_rating,title,user_review
208,Sandi Cook,5.0,Works great.,  I suffer COPD and take oxygen. This helps make sure my saturation stays up instead of down. It does the job. When I am done it says bye-bye. And I am done now. Good unit. I recommend. I have had no troubles with it at all.
209,Amazon Customer,5.0,Does what it's supposed to do,  I bought this for my mother who is a Registered Nurse. My daughter broke hers and I needed to replace it. My mother said that it is reliable and accurate.
210,light~as~a~feather,4.0,Broken strap,"  I love everything about this pulse oximeter. But the strap broke when I took it out of the box. Barely even pulled on it. If I can just get a new strap, I'd give it 5 stars."
211,Third_hunter- Louetta Moncrief,5.0,Pulse oximeter,  It's ridiculous if you think you're going to thread that lanyard through that hole when you're a senior citizen and go to register the warranty
212,Michael Fisher,5.0,Quick response and accurate enough for home use,  I like the multicolor display. It is quick to get a reading and is accurate with both my other heart rate monitors for pulse. The O2 reading is clear and easy to read. You can watch it change pretty quickly as you try different breathing exercises. I am definitely happy with the purchase.
213,Anne Frost ,5.0,Works great!,  Package was delivered earlier than promised and works great. Tested for accuracy with unit at Dr office and they matched.
214,T,1.0,Don't recommend,  I wouldn't recommend this product.  It was broken when I received.  It went in the trash. Very disappointed
215,Herb Linamen,5.0,Perfect for oxygen reading on finger,"  What can I say other than this works perfectly out of the box.  Small and well built, easy to read."
216,D.Porter,1.0,Not as good as first one I ordered!,  The first one I ordered was better. It was through another company and cheaper. When my pulse or O2 level we’re two high or low it would beep to let me now this one does not. Quite disappointing but I have to have one.
217,bbarronton,5.0,Great delivery time.,  Looks like just what I wanted. The delivery time was fantastic. I ordered it at 4:00 yesterday evening and it was delivered before 12 noon today. Great service!!!
218,Amazon Customer,5.0,It really is very nice,"  The directions are a little hard to understand, but then again it could just be me. It works great!"
219,Anon,5.0,"It is very convenient, easy to use and gives fast results","  I rate the Oximeter at 5 out of 5 Stars!!  It is very convenient, easy to use and gives fast results.  I compared the heart rate function to another device (Apple Watch) and they were within 1 BPM.  Very satisfied so far with the Oximeter!"
220,Harald W.,5.0,Also displays heart rate to predict Afib,"  It not only works as an oximeter, but it also displays heart rate in beats per minute. This is important because an unexpected increase in heart rate can indicate Afib. Very easy to use. Stick in a finger and press a button."
221,Dorrie Watson,2.0,Disappointed,"  What I like it's compact and have its own carrying case,what I don't like its feel flimsy in my hand the no on display is small"
222,bpittman,5.0,Great workout tool.,  Use as I change activities to ensure I am recovering before overly stressing. Confirms how I am feeling. Same readings as my therapists.
223,Scott P Walter,1.0,Item received was not the same OLED but rather a 'dot matrix'...beware of this seller!,"  Do not order from this seller as the pulse ox I received was not the same as the picture.  I did not get the OLED, but some old school screen.  Also, the battery cover slides off super easy.  Seller would not take returns.  But luckily Amazon resolved this by contacting them directly"
224,Ming Z,5.0,Necessity for COVID!,  Came in handy with parents got COVID. It was so reassuring knowing exactly what they were measuring on the pulse ox.
225,Artist1,5.0,Seems to work ok,  I have nothing to compare it to but seems to work just fine. Heart rate and oxygen level readout
226,TropicThunder,5.0,"One of the best in the market. I used it in the hospital setting, and now in the community","  It reads easily, has great contrast and very accurate, when checked with another pulse oxymeter"
227,Amazon Customer,4.0,Good enough for the price..,"  seems accurate enough, the finish quality is medium at best, but for the price  is good enough."
228,Katie K.,5.0,Works well so far,  I bought this for my grandmother who was recently diagnosed with multiple pulmonary embolisms and ascites. It appears to be accurate so far and the heart rate matches her mechanical pulse when assessed.
229,R M. Schulte,5.0,Appears accurate.,  Reads the same as other unit so I guess  it's as accurate. No way of knowing for sure either one is accurate.
230,SherryLynn,5.0,Know your numbers to stay healthy,  With all the respiratory illnesses going on today this is a great product to have on hand. Works great is reliable.
231,Blaise J.,5.0,Works well,  I purchased another one before this one that stunk.  This one works well with quick reliable results.
232,George,5.0,Works good you can put it in your pocket,"  Monitor blood pressure oxygen level. Quick no wrapping the arm , It's easy to use read  and to read"
233,Babs,5.0,Great monitor,  Perfect for what I needed. Hubby just had open heart surgery and I need to monitor his O2 level and heart rate. This is rated #3. That's why I got it.
234,Will Davis,5.0,Great product!,  This product is so great! It works better than any other I have tried! It has a case and it is accurate with my Doctor's office.
235,John E Colwell,5.0,Economy and Function,"  I appreciate how quickly the device renders a reading and how closely the readings parallel the readings rendered at my physician' s office. Also, the price was low-middle of the products I reviewed."
236,JACQUELYN TEDORE,5.0,Pulse oximeter,  I have advanced copd last time I went to the Dr unable to breath my primary Dr recommended that I buy this to keep a record of my oxygen levels. I have an appointment with a pulmonologist in April and she said this will help give them a heads start on the level of my condition. It works great I check my level 2x a day and more often if I'm having difficulty breathing. I rate this 5 stars.
237,Jim,5.0,Necessary to have,"  Works like a charm. Instant results, large bright display. Every household should have one."
238,I. Cooper,4.0,Good value for money,  It's worth what I paid.  I had to return first one.  Numbers went crazy on the screen.  Have not had any problems with 2nd one.
239,Mami,5.0,Peace of mind,  Ordered this for a family member. It was exactly what they needed for peace of mind during Covid.
240,Stephen C. Carpenter,5.0,"Santamedical Dual Color OLED Pulse Oximeter Fingertip, Blood Oxygen Saturation Monitor (SpO","  Works well, easy to read. I gave it 5 stars for accuracy, but I have no testing equipment,"
241,raw6464,2.0,NOT Accurate,  The meter displays  2-3 higher than the correct value. Compared to known accurate meters. I would not purchase this Oximeter again.
242,L. S. Couch,5.0,Pulse Oximeter -- Easy and Accurate,  We thought we wanted a pulse oximeter without having to spend a lot -- this model does that .  Very easy to use.
243,montanna1948,5.0,acurate,  with covid out and about and having a few health issues  i wanted to be able to check levels. works great
244,Mary Beth ,5.0,Perfect and simple,"  Ordered when I tested positive for Covid like most of us. Worked as expected, and was easy to read"
245,2Good2BTrue,5.0,Bought to keep track of pulse.,"  Bought to use on my elderly father, but I now use it myself. It's very easy to use, read."
246,Maria Doud,5.0,Good device,"  I ordered this for a friend. She loved it. She said it was easy to use, she could see the numbers easily and it looked good."
247,Burlington Bill,5.0,Potential Lifesaver,"  Great product for a reasonable price. Easy to use, bold display of oxygen level and pulse."
248,just me,5.0,Works,"  I am pleased with our new pulse oximeter. It is easy to read,  and seems accurate . Glad I bought it."
249,John P. Gramiccioni,4.0,Great meter for the price.,  Purchased for my spouse in order to check her oxygen levels after surgery. Product recommended by the hospital staff.
250,Aleta M. Woodworth,5.0,Easy and affordable,"  As a regular user of these, I have more than one. This one is very good for the price and is easy to use."
251,Mateo G. Toribio,5.0,Simple and accurate,  This product is simple to use and shows to be very accurate. I will buy again.
252,dmf,5.0,Ease of use,"  We ordered this Oximeter, which arrived quickly as promised.  It was packaged attractively.  The part that I like most is that the numbers are big and easy to read. The unit is simple to use.  It registers quickly, is comfortable, does not feel cheaply made and has a great little carrying/storage case which enables you to carry it with you and have it available when needed.  I give it a 5."
253,IK,1.0,Extremely low quality,"  This item is of extremely low quality construction, when you take this in your hands you feel the lack of quality, and is also highly inaccurate."
254,Felicia  Sampson,5.0,Easy to use and interpret results,"  It was easy to use and to read. Written instructions are provided. Comes with a carrying case. I used another pulse oximeter until one arrived, and the readings appeared to be very close."
255,Laird Bevitz,5.0,Fast and easy,  The use of this meter is quick and easy.  I cannot vouch for the accuracy as I don't have anything to measure it against.
256,Marina,5.0,Good monitor,  The monitor reads pulse accurately. I didn’t have a chance to check the accuracy of SPO2 readings at the doctor’s office.I think that the monitor shows pulse and SPO2 results when I put a thermometer and paper in it because of the principles of its work. Not because it’s not accurate enough.Very easy to use and gives results quickly.
257,Vee,2.0,Breaks,"  Product works, but…The battery  door falls off (used black electrician tape for that)The lanyard was way too short (used my own)The lanyard opening located where two pieces of plastic met, and lanyard came out (used Gorilla Glue)So, aside from the readings, it was a hot mess.No recommended."
258,Frank Colombo,5.0,"Great value, easy to use and accurate","  Just got this and it was very easy to set up and use. The reading I got from it exactly matched what the nurse at the doctors office got so I feel good about it’s accuracy. It was also the model that my primary care doctor recommended. I expected it to be more expensive and as long as it doesn’t break or stop working, I am and will continue to be very pleased"
259,Thelma Cain,5.0,Good value price,"  Good value price, I don’t know really about it my grandson bought this for his dad to put in his medical bag that they’re building up for him to keep at home"
260,Bethany Zeiner,5.0,Excellent tool,  Bought this for my son who is asthmatic and often drops in o2 this way I can keep an eye on him better! Gives me piece of mind!
261,mac,5.0,easy to use,"  i like all the features it has, easy to use is the best feature, very satisfied with this purchase."
262,scott,1.0,Failed out of the Box,  This unit failed hours after unpackaging.  Changed out the batteries and still no led light/scanner.  The main screen lit up - but it would not take a reading and kept turning off.  Tried toublehooting with a Customer Service Rep with no success.
263,Trapper,5.0,Works great!,"  My doctor recommended I get this after having pneumonia to monitor my oxygen intake. It’s exactly as described, makes me happy to have a piece of mind"
264,David B,2.0,Junk,  Takes FOREVER to get pulse and oxygen level readings. If you want to wait several minutes this is the product for you.
265,Tony,5.0,"Simple, effective and useful","  The device seems to work perfectly, simple to use and read and hopefully useful in detecting blood oxygen deficiencies should they arise."
266,Cory,5.0,Excellent product with a very nice display,  This is the nicest pulse oximeter I have ever used. The display is very high quality and it provides readings quickly.
267,William Kinney,5.0,Great Item,  Working on healthcare I have to have equipment that is fast AND accurate.  This is both.  Money well spent.
268,Laurel,5.0,Great,  I’m a paramedic and we use these on the truck. Got this one for home. Love it.
269,Sonoguy,5.0,Works well and easy to use.,  Works well. Just got this to use after my wife's surgery. So far so good.
270,MB,5.0,Easy to use,  Took it to Dr office multiple times and was accurate. Easy to read and out on.
271,FRSHB,5.0,Overall a pretty goes device,"  Screen makes it easy to read, no need to spend a few minutes wondering which number is which. It’s small and comes with a land yard and a pouch to take it with you. The only downside is the hinge feels a bit flimsy. There is some side to side movement when opening the clamp."
272,Amanda Rowe,5.0,†his literally saved my life,"  I ordered this in the morning and it was delivered that afternoon... just in time for me to find out my oxygen was at 80 from my newly acquired covid.  It runs about 2 points lower than accurate, based on the equipment that came with my oxygen machine.  But everyone should own one of these during this outbreak."
273,David M Vandenbush,5.0,Good value,  Seems to work well.  Not sure about the pulse intensity reading but this gives me what the doctor asked for.
274,Cathy Davis,5.0,Great product,  Meter worked as it should. Great communication with seller. Fast delivery. Would buy from again
275,Sbykeriders,5.0,Simple to use,"  Just inserted the included batteries, turned it on and stuck in a finger. Had a reading in less than 30 seconds. Highly recommend!"
276,Bill,5.0,Great Product!,  Works great. Numbers right on. Very good product. Everyone should have one next to your thermometer. A must buy!!
277,Louise,5.0,Easy to read!,  Very easy to use and read. Like the holder to keep it safe and clean.
278,Amazon Customer,5.0,Very dependable,  Very accurate and dependable. Got this after having surgery to keep an eye on oxygen saturation!
279,Skeeter,5.0,"TRIED SEVERAL, THIS ONE IS THE BEST","  Very easy to read, constant use showed consistency, durable product"
280,Eve,5.0,Excellent readings,  Got this for my mom due to her having Covid. Very accurate reading. Super fast Shipping. Thank you for putting our minds at ease during such difficult moments.
281,A Roberts,5.0,Highly recommend!,  Very pleased. I found it accurate And convenient to keep with you.
282,Kim S,1.0,The display would not even come on.,"  The red light came on, but never got a digital reading. Sent back."
283,MR,1.0,Failure,  Product stopped functioning within 30 days. Would not recommend to anyone.
284,Kathleen Kocimski,5.0,Grateful,"  I was not a fan of having COVID. More so for my husband, it really helped to be able to check our levels. My dad had 2 different ones that did not work. I brought mine over and it worked. Also, it is really easy to read."
285,DB,1.0,NO WARRANTY NOT RETURNABLE,  Bad product out of the box no warranty you cannot return it.DO NOT BUY
286,C. Key,5.0,Good product.,  It worked just fine. Shows oxygen level clearly along with pulse. Good product. I would recommend.
287,John ,4.0,Worked for Us,  We bought as directed by doctor and this model worked as advertised.
288,lala,1.0,Doesn’t work,  Used on my clinic floor and was way off on vitals
289,cam,5.0,Seems to work great,  It seems to work good and sturdy.  Good size and easy to read.  Includes the bag to store.  Happy with purchase.
290,Sierra D,5.0,A Must Have if you have Covid-19,  Good quality and very useful to track blood oxygen level during Covid infection.  Highly recommended!
291,Linda L Conner,5.0,"Great monitor , easy to use !",  I love this ! It’s very comfortable on your finger. A very good price also  . I would recommend this to anyone who wants too monitor their health at home !
292,Kenl,5.0,not good,  does not work .. spend the couple of dollars more. never got the same reading twice... crap
293,ken w.,1.0,Broke in a month,  It broke
294,Paul A. Mccloud,5.0,"Best I’ve seen, compares to professional!","  Manufacturer has produced a remarkable device. Highly accurate, quality components, professional grade!"
295,BigErnCumm,2.0,Santamedical Dual Color OLED Oximeter,  Had to return it because the sensor numbers were so erratic and unreliable.
296,Nancy S Rade,5.0,Great monitor,  This was great for my 91 year old mother to keep a check on her if it drops below 80 we know to head to the er
297,Mike Taylor,5.0,I have two but I like this one the best.,  I have another brand but I like this one the best.  Easier to read and I believe it's more accurate.
298,Amazon Customer,5.0,Would recommend!,  Really helped while I had Covid to check my oxygen levels. Would recommend!
299,Maurice Alban,1.0,"Not accurate, must be defective.","  Item was not accurate at all, for any reading. You get what you pay for here."
300,Krystle Lopez,5.0,Accurate and Easy to Use,"  It’s accurate. My breathing was at 95, and when I went to hospital, they had my breathing at same oxygen level. It’s also really easy. ER doctor suggested to watch it for 2 minutes to get a better result. I just can’t figure out how to turn it off without pressing power button many times until it says “bye bye...”"
301,Gregory M.,5.0,It reads accurate,"  I don’t know if it’s accurate but, it works fast in giving me readings"
302,Amazon Customer,5.0,It seems reliable,"  I like it fine, different brand than my other one, both work well."
303,Kindle Customer,5.0,Easy to use,"  Exactly as described.  Easy to use, set-up is a breeze, easy to read."
304,JaJoeJer,5.0,Great Buy,  Came at the perfect time and it was easy to use and read.
305,JMB,5.0,"take it out of the box and use it, well put the batterie in first",  Easy to read and helps me keep track of my Oxygen levels
306,Michael C.,5.0,Great Information to Know,  Easy to use and read. Great monitor with color display.
307,D. P. Williams,5.0,Instant 02 reading,  Exactly like Doctors use. 02 absorption and heart rate.
308,kit.omalley,5.0,Works great!,  Actually recommended by friend who works in Home Health Care.
309,valentinesday13,5.0,Great Product!,  The vendor sent the ordered item very timely.  Using the oximeter is very easy and reading the results is very easy to do.
310,Richard P.,3.0,Except as indicated am satisfied. Will know more after talking with manufacturer.,  From time to time I do not get a reading until I remove and reinsert a finger as often as three times. I plan to contact the manufacturer. My health issue makes quick accurate reading vital.As to accuracy. I recently compared a reading with the reading on one used by a physician and the readings were identical
311,IleanaRBJCD,5.0,Fulfilled its mission ☺️,  Excellent product! You can read your numbers easily and accurately . It has automatic shut off so no batter is wasted. It’s light so you can put it in your pocket . Easy to clean and sanitize so it’s ready for the next use.
312,Bill,5.0,very simple to use,  Exactly what I needed to monitor my O2 levels
313,JD,5.0,Excellent Buy,  Accurate and easy to use. Would recommend everyone to buy one to have on hand.
314,Maggie's Mom,5.0,Accurate and easy to use,  I found this oximeter to be accurate and easy to use.
315,Vikingday,5.0,Works as advertised,  This unit takes accurate readings and is easy to use.  Very happy with purchase.
316,Alice Marquez,5.0,Works very well,"  Easy to use,easy to read and doesn't take long to get results"
317,Paul Williams,5.0,Tested with Hospital Meter side by side 100% Accurate,"  Perfect, Works great and is very accurate"
318,Amazon Customer,5.0,Great Product Great Price!,  Works very well. Great value for the money!
319,Betty,5.0,A little peace of mind.,  I bought this for my niece when when had Covid. She told me it was great.
320,Timothy Johnson,5.0,Very handy.,  Great little device. I needed it right after my heart surgery to keep an eye on things.
321,Frances Johnson,5.0,Accurate,  Made very well. Storage pocket is nice to keep up with it.
322,Lama Jeff,5.0,Easy health monitoring,  Just like the Dr. office!  Complete & dependable Portable and easy!
323,Chaz,5.0,Best one by far!!!!,"  I've bought several of these over the years, due to medical issues. The others lasted for a year or less, some were more difficult to use or just didn't have on it what I needed. This product is OUTSTANDJNG, easy tio use and I absolutely LOVE It!!  The small carrying case is the BEST of all."
324,M J L,5.0,Oxygen levels,  it is really easy to use and read  the results...
325,Amazon Customer,5.0,"Easy to use, seems accurate.","  This pulse Ox monitor is very simple to use, put the included batteries in, turn it on, put your finger in, within 30 seconds you have your rates! Also it comes with a small carry case and lanyard. Good value for the money."
326,Bobby C.,4.0,Good and Affordable fingertip pulse oximeter,"  Look no further, this one works as advertised!  Easy to use, affordable, readable (for these old eyes) device which provides accurate readings.  Gave it 4 stars as unknown as to how long, durable it will last.  It is plastic and fragile."
327,monique r.,5.0,Great product,"  Works great, easy to use, no complaints!"
328,MarissaAllen,5.0,Accurate and easy to read,  Great product and gives the extra little peace of mind and FAST results
329,TommyNuevo,1.0,Pulse/o2,  The back cover won't stay on.
330,kylarry,5.0,Easy to use and read,  Lights up brightly and so easy to use.
331,TERESITA ,5.0,Easy to Use,  This PulseOximeter is great. Very easy to use and read.  I like that it has a little case.
332,lottie-lorraine,5.0,oximeter,"  good price, easy to operate."
333,Lmp283,3.0,It doesn’t give a reading after waiting a long time.,"  I want to return this product because it takes forever to get a reading and many times, after waiting for it to register, it then turns off. I plan to order a different one."
334,Wender17,5.0,Perfect,  Item is as described.  Seems to be accurate.  Fast shipping
335,Tom Dasher,5.0,Great tool.,  Operated easily. Very easy to use. Just what I wanted.
336,Online Man,4.0,pulse ox,  seems to work the it should
337,DebraBell,5.0,Very ease to use,  Great product very pleased.
338,lreustsh,5.0,Good price and easy to use.,  This worked for my toddler and the adults in the household.
339,Marc Burkhardt,5.0,High quality,  More information than the ones at the hospital
340,Chris,5.0,Excellent value for the money,  Simple to set up and use. Works as expected.
341,Elena J. Pratt,5.0,Good quality and easy to use,"  Easy out of the box, batteries in and you are good to go. Compares to the ones I have seen in my doctor's office."
342,Maria Negron,5.0,Oxygen management,"  It was very easy to , I'm very hopefulThat it is accurate."
343,Sagar,4.0,Great tool but flimsy,  This is a good accurate oxygen reader but the only drawback is that it is very flimsy and has to be used with caution. The two parts can easy come apart if not careful.
344,Bigmamma236 is good,5.0,Works well…,"  Works well, easy to read…"
345,Amazon Customer,3.0,"To flat, needs finger groove but works",  To flat / other was better
346,Noelle,5.0,Easy to use product,  Great product that is easy to use and easy to read.  Arrived quickly and love that it comes with a storage pouch.
347,Amazon Customer,3.0,Accuracy is poor,  Not very accurate.  Got different readings within 2-3 minutes
348,S\J Schlange,4.0,For curing mom anxiety,  My child had COVID and now has long haulers so this is handy helping deciding what is an issue or not.
349,Mrs Go Go,5.0,Really well made and accurate,  Perfect for what you need
350,L. H. LAIRD,5.0,Easy to use,  Works great and nice to have to verify your health
351,Richard Martinez,5.0,A reliable monitor,  Keeps me aware of physical condition
352,B. B.,4.0,Does the job,  Seems to work fine. Ox readings will vary.
353,Mike Selders,5.0,Great product,  This product works great and very easy to use and read the numbers.
354,lucybrown,4.0,Works as expected,  It did what we expected.
355,Amazon Customer,5.0,Great and useful gift!,  Got this for a gift to my friend and she loves it
356,Amazon Customer,5.0,Needed an addition to the first aid kit,"  I bought this to add to my first aid kit. It was tried out on 2 healthy adults. Both read 99%. It remains to be seen how completely accurate it will be during an illness, but I would rely on it as a front line indicator whether other care is needed beyond a home setting."
357,Anna Maria M,5.0,Perfect,  Works great! Accurate
358,John Rigol,5.0,Seem so work well.,  Instructions print is too small.
359,Michelle N,5.0,Works Great,  This product works great. I’m planning on buying another for my mom.
360,CCG,1.0,Don’t buy,  Stopped working after 2 weeks. Sent back.
361,carl g,5.0,A,  Worked as intend...
362,Maryanne Gildersleeve ,5.0,Easy to use,  Delivered when it was supposed to.Comes with pouch and a lanyard that you can hook to the meter if you would like. One button turn on. Turns off by itself.
363,Kindle Customer,5.0,Track your pulse,  This worked well.
364,Thayne,5.0,Love it.,"  Being in A- fib, I need to check my bpm every few hours just to see where my numbers are. The one thing I wish it could do as well is check my blood pressure, but overall I’m really happy with it."
365,JonG,5.0,Does exactly what it is supposed to do,  No problem with the use of the instrument
366,Eise Lopez,5.0,Affordable and easy to use,  Pretty accurate for my residents and myself. Easy to use. Still need to see how long it lasts. Just one week in.
367,DukeGW,5.0,Good item.,  Good item-works well.
368,wayne pardue,5.0,Great and quick with results,  Great item. It’s quick accurate and very easy to use. Love it. Works well with my patient.
369,Mademoiselle,5.0,A must have,  You need this at home to check your oxygen level.
370,PJ,5.0,Works well,"  Works well, easy to use. Glad we have it during the pandemic."
371,Jared Boggs,2.0,Okay for at home. Don't buy this if you need it for your job.,  I'm an EMT and when I put this on someone's finger it tries to tell mere their pulse ox is 35. Their not saturating at 35 its just not reading right. I've had a few instances where this thing will jump in number or drop in number seemingly randomly. I don't recommend this to Healthcare workers.
372,Odin,5.0,Importante tener,"  El equipo funciona facilmente, ni siquiera se necesita el manual."
373,Rebecca Schneider,5.0,True measurement,  Very impressed
374,Mohammad Nawaz,5.0,Good product and very easy to use.,  Nothing to dislike. It is good for the psychology of the user.
375,Ashgangh,5.0,Very good,"  Very good, accurate and easy to use product"
376,June,5.0,Review of Santamedical dual color Oximeter,  It helps to check the oxygen level and heart rate when needed.
377,Russ t,5.0,Quick and easy,  So easy to use and read. Great for anyone to check blood O2.
378,Gary,4.0,"Las 4 estrellas por vérselo sencillo, espero dure mucho",  Funciona bien
379,Kindle Customer,5.0,Easy to use,  Very easy to use and read
380,G oh,5.0,Extremely easy to use.  Suitable for children as ready. Fast results.,  Good product.
381,Amazon Customer,5.0,Great in-home tracker,  Good to track daily oxygen levels.
382,O. Adeogun,4.0,East to use,"  I just got this product and its easy to set up and use, I cannot be 100% certain of its accuracy as I have no way of double checking that but its comes well recommended."
383,Len S,5.0,Works OK,  The unit works ok. No problems. easy to read.
384,Kenneth Mason,2.0,Cheaply made,  Cheaply made
385,Kelly ,5.0,Works great,"  Easy to use, easy to read.."
386,Alan Truesdell,5.0,Works great,  Works great
387,AmazonMom,4.0,Great purchase,  Works great
388,Amazon Customer,5.0,Accuracy,  Not sure about accuracy as I have nothing to measure it against.
389,Deer hunter,5.0,Very accurate,  Works great
390,Buckles,5.0,Great,  Outstanding machine. Small and easy to use
391,me,5.0,Amazingly easy and accurate,  This is stupid proof.  It's an easy 5 stars.
392,JLB,5.0,Easy to use,  Easy to use and read
393,Belinda,5.0,Very useful,  Very useful to know the  oxygen level
394,Judy ,5.0,Easy to use!,  I like how they include sealed batteries in the package and they were easy to install.  The device is very easy to use and appears to be accurate. It automatically turns off in 10 seconds.
395,Amazon Customer,5.0,Worked good.,  It helped me check my blood oxygen while I was sick with covid.
396,Amazon Customer,5.0,Easy,  Easy to use and accurate.
397,Amazon Customer,5.0,Oximeter is nice to have,  At a glance you can tell if you are having a problem with low readings.
398,MD,5.0,Easy to use,  I got this item for my parents and I tried and it worked well. It came with a battery and cover I really liked it.
399,Ankush,4.0,Good value,  Good small device
